ID,Name,Age,Height,Nationality,Position,Agent,N_internacional_games,N_internacional_goals,years_left_in_contrat,Preferred_foot,Team,League,Value
638,Igor Zubeldia,25,1.81,Espanha,Defesa Central,N.E.,4,0,2,direito,Real Sociedad,LaLiga,15000000
639,Modibo Sagnan,23,1.87,França,Defesa Central,N.E.,2,0,2,esquerdo,Real Sociedad,LaLiga,3000000
640,Jon Pacheco,21,1.84,Espanha,Defesa Central,N.E.,4,0,5,esquerdo,Real Sociedad,LaLiga,1000000
641,Aihen Muñoz,24,1.75,Espanha,Lateral Esquerdo,N.E.,,,2,esquerdo,Real Sociedad,LaLiga,6000000
642,Diego Rico,29,1.83,Espanha,Lateral Esquerdo,N.E.,,,1,esquerdo,Real Sociedad,LaLiga,3000000
643,Andoni Gorosabel,25,1.74,Espanha,Lateral Direito,N.E.,,,2,direito,Real Sociedad,LaLiga,10000000
644,Joseba Zaldua,30,1.74,Espanha,Lateral Direito,N.E.,,,1,direito,Real Sociedad,LaLiga,4000000
645,Martín Zubimendi,23,1.81,Espanha,Médio Defensivo,N.E.,1,0,3,direito,Real Sociedad,LaLiga,30000000
646,Asier Illarramendi,32,1.79,Espanha,Médio Defensivo,N.E.,3,1,1,direito,Real Sociedad,LaLiga,3000000
647,Mikel Merino,26,1.89,Espanha,Médio Centro,N.E.,11,0,3,esquerdo,Real Sociedad,LaLiga,50000000
648,Ander Guevara,25,1.8,Espanha,Médio Centro,N.E.,,,2,direito,Real Sociedad,LaLiga,5000000
649,Beñat Turrientes,20,1.81,Espanha,Médio Centro,N.E.,8,1,5,direito,Real Sociedad,LaLiga,3000000
650,Jon Guridi,27,1.79,Espanha,Médio Centro,N.E.,,,2,esquerdo,Real Sociedad,LaLiga,1200000
651,David Silva,36,1.7,Espanha,Médio Ofensivo,N.E.,125,37,1,,Real Sociedad,LaLiga,4000000
652,Mikel Oyarzabal,25,1.81,Espanha,Extremo Esquerdo,N.E.,21,6,2,esquerdo,Real Sociedad,LaLiga,60000000
653,Ander Barrenetxea,20,1.75,Espanha,Extremo Esquerdo,N.E.,5,1,5,direito,Real Sociedad,LaLiga,9000000
654,Martín Merquelanz,27,1.76,Espanha,Extremo Esquerdo,N.E.,,,3,esquerdo,Real Sociedad,LaLiga,1500000
655,Näis Djouahra,22,1.72,França,Extremo Esquerdo,N.E.,,,1,direito,Real Sociedad,LaLiga,1500000
656,Brais Méndez,25,1.84,Espanha,Extremo Direito,InterStarDeporte,4,1,6,esquerdo,Real Sociedad,LaLiga,18000000
657,Alexander Isak,22,1.92,Suécia,Ponta de Lança,N.E.,37,9,4,direito,Real Sociedad,LaLiga,30000000
658,Mohamed-Ali Cho,18,1.82,França,Ponta de Lança,N.E.,7,0,5,esquerdo,Real Sociedad,LaLiga,15000000
659,Carlos Fernández,26,1.85,Espanha,Ponta de Lança,N.E.,3,0,4,esquerdo,Real Sociedad,LaLiga,5000000
660,Julen Lobete,21,1.77,Espanha,Ponta de Lança,N.E.,5,3,1,direito,Real Sociedad,LaLiga,3000000
661,Jon Bautista,27,1.8,Espanha,Ponta de Lança,N.E.,0,0,1,direito,Real Sociedad,LaLiga,1000000
662,Bono,31,1.92,Marrocos,Guarda-Redes,N.E.,44,0,3,esquerdo,Sevilha FC,LaLiga,18000000
663,Marko Dmitrović,30,1.94,Sérvia,Guarda-Redes,N.E.,19,0,3,esquerdo,Sevilha FC,LaLiga,5000000
664,Jules Koundé,23,1.78,França,Defesa Central,N.E.,11,0,2,direito,Sevilha FC,LaLiga,60000000
665,Karim Rekik,27,1.86,Holanda,Defesa Central,N.E.,4,0,3,esquerdo,Sevilha FC,LaLiga,5000000
666,Juan Berrocal,23,1.87,Espanha,Defesa Central,N.E.,6,0,1,,Sevilha FC,LaLiga,1000000
667,Marcos Acuña,30,1.72,Argentina,Lateral Esquerdo,Eleven Talent Group,42,0,3,esquerdo,Sevilha FC,LaLiga,18000000
668,Ludwig Augustinsson,28,1.81,Suécia,Lateral Esquerdo,N.E.,46,2,3,,Sevilha FC,LaLiga,5000000
669,Gonzalo Montiel,25,1.76,Argentina,Lateral Direito,N.E.,17,0,4,direito,Sevilha FC,LaLiga,14000000
670,Jesús Navas,36,1.72,Espanha,Lateral Direito,N.E.,46,5,2,direito,Sevilha FC,LaLiga,3000000
671,Thomas Delaney,30,1.82,Dinamarca,Médio Defensivo,N.E.,69,6,3,esquerdo,Sevilha FC,LaLiga,7000000
672,Nemanja Gudelj,30,1.87,Sérvia,Médio Defensivo,Promoesport,48,1,1,direito,Sevilha FC,LaLiga,4000000
673,Fernando,34,1.83,Brasil,Médio Defensivo,N.E.,3,0,2,direito,Sevilha FC,LaLiga,4000000
674,Joan Jordán,28,1.85,Espanha,Médio Centro,N.E.,,,5,direito,Sevilha FC,LaLiga,22000000
675,Óliver Torres,27,1.75,Espanha,Médio Centro,N.E.,24,3,2,direito,Sevilha FC,LaLiga,8000000
676,Ivan Rakitic,34,1.84,Croácia,Médio Centro,N.E.,106,15,2,,Sevilha FC,LaLiga,7000000
677,Papu Gómez,34,1.67,Argentina,Médio Ofensivo,N.E.,14,3,2,direito,Sevilha FC,LaLiga,6000000
678,Lucas Ocampos,27,1.87,Argentina,Extremo Esquerdo,N.E.,10,2,2,,Sevilha FC,LaLiga,25000000
679,Oussama Idrissi,26,1.75,Marrocos,Extremo Esquerdo,N.E.,7,0,3,direito,Sevilha FC,LaLiga,4000000
680,Tecatito,29,1.73,México,Extremo Direito,CANTERA LATINA / ...,67,10,3,,Sevilha FC,LaLiga,18000000
681,Erik Lamela,30,1.84,Argentina,Extremo Direito,N.E.,25,3,2,esquerdo,Sevilha FC,LaLiga,16000000
682,Suso,28,1.77,Espanha,Extremo Direito,N.E.,5,0,3,esquerdo,Sevilha FC,LaLiga,10000000
683,Rony Lopes,26,1.74,Portugal,Extremo Direito,N.E.,2,0,2,esquerdo,Sevilha FC,LaLiga,4000000
684,Youssef En-Nesyri,25,1.89,Marrocos,Ponta de Lança,N.E.,48,14,3,esquerdo,Sevilha FC,LaLiga,25000000
685,Rafa Mir,25,1.91,Espanha,Ponta de Lança,Gestifute,1,0,5,direito,Sevilha FC,LaLiga,16000000
686,Munir El Haddadi,26,1.75,Marrocos,Ponta de Lança,N.E.,11,2,1,esquerdo,Sevilha FC,LaLiga,8000000
687,Iván Romero,21,1.72,Espanha,Ponta de Lança,N.E.,0,0,2,direito,Sevilha FC,LaLiga,600000
688,Rui Silva,28,1.91,Portugal,Guarda-Redes,N.E.,1,0,4,esquerdo,Real Bétis,LaLiga,15000000
689,Dani Martín,24,1.87,Espanha,Guarda-Redes,N.E.,3,0,2,direito,Real Bétis,LaLiga,2000000
690,Claudio Bravo,39,1.84,Chile,Guarda-Redes,N.E.,142,0,1,direito,Real Bétis,LaLiga,1000000
691,Luiz Felipe,25,1.87,Itália,Defesa Central,N.E.,1,0,5,direito,Real Bétis,LaLiga,16000000
692,Edgar González,25,1.93,Espanha,Defesa Central,InterStarDeporte,,,3,direito,Real Bétis,LaLiga,6000000
693,Marc Bartra,31,1.84,Espanha,Defesa Central,InterStarDeporte,14,1,1,,Real Bétis,LaLiga,6000000
694,Germán Pezzella,31,1.87,Argentina,Defesa Central,N.E.,30,2,3,direito,Real Bétis,LaLiga,5000000
695,Víctor Ruiz,33,1.84,Espanha,Defesa Central,N.E.,1,0,1,esquerdo,Real Bétis,LaLiga,1500000
696,Álex Moreno,29,1.79,Espanha,Lateral Esquerdo,N.E.,,,3,esquerdo,Real Bétis,LaLiga,18000000
697,Juan Miranda,22,1.85,Espanha,Lateral Esquerdo,N.E.,14,3,2,esquerdo,Real Bétis,LaLiga,5000000
698,Youssouf Sabaly,29,1.73,Senegal,Lateral Direito,N.E.,24,0,4,direito,Real Bétis,LaLiga,3000000
699,Martín Montoya,31,1.75,Espanha,Lateral Direito,N.E.,0,0,2,direito,Real Bétis,LaLiga,1500000
700,Guido Rodríguez,28,1.85,Argentina,Médio Defensivo,N.E.,24,1,2,direito,Real Bétis,LaLiga,25000000
701,William Carvalho,30,1.87,Portugal,Médio Defensivo,N.E.,73,5,1,,Real Bétis,LaLiga,16000000
702,Paul Akouokou,24,1.81,Costa do Marfim,Médio Defensivo,Promoesport,4,0,2,direito,Real Bétis,LaLiga,4000000
703,Andrés Guardado,35,1.69,México,Médio Centro,N.E.,174,28,1,esquerdo,Real Bétis,LaLiga,1500000
704,Víctor Camarasa,28,1.83,Espanha,Médio Centro,N.E.,4,0,1,direito,Real Bétis,LaLiga,1000000
705,Nabil Fekir,28,1.73,França,Médio Ofensivo,N.E.,25,2,4,esquerdo,Real Bétis,LaLiga,40000000
706,Sergio Canales,31,1.8,Espanha,Médio Ofensivo,N.E.,10,1,4,esquerdo,Real Bétis,LaLiga,20000000
707,Rodri Sánchez,22,1.75,Espanha,Médio Ofensivo,N.E.,6,2,4,esquerdo,Real Bétis,LaLiga,4000000
708,Juanmi,29,1.72,Espanha,Extremo Esquerdo,N.E.,1,0,2,direito,Real Bétis,LaLiga,15000000
709,Luiz Henrique,21,1.82,Brasil,Extremo Direito,N.E.,0,0,6,esquerdo,Real Bétis,LaLiga,12000000
710,Aitor Ruibal,26,1.76,Espanha,Extremo Direito,N.E.,,,3,direito,Real Bétis,LaLiga,3000000
711,Diego Lainez,22,1.68,México,Extremo Direito,N.E.,17,3,2,esquerdo,Real Bétis,LaLiga,2500000
712,Rober González,21,1.69,Espanha,Extremo Direito,N.E.,0,0,2,,Real Bétis,LaLiga,2000000
713,Joaquín,40,1.81,Espanha,Extremo Direito,N.E.,52,4,1,direito,Real Bétis,LaLiga,1500000
714,Borja Iglesias,29,1.87,Espanha,Ponta de Lança,N.E.,,,4,direito,Real Bétis,LaLiga,15000000
715,Willian José,30,1.89,Brasil,Ponta de Lança,N.E.,0,0,4,direito,Real Bétis,LaLiga,12000000
716,Loren Morón,28,1.85,Espanha,Ponta de Lança,N.E.,,,2,direito,Real Bétis,LaLiga,4000000
717,Giorgi Mamardashvili,21,1.97,Geórgia,Guarda-Redes,N.E.,3,0,2,esquerdo,Valência CF,LaLiga,10000000
718,Jasper Cillessen,33,1.87,Holanda,Guarda-Redes,SEG,63,0,1,direito,Valência CF,LaLiga,3000000
719,Jaume Doménech,31,1.85,Espanha,Guarda-Redes,N.E.,,,1,direito,Valência CF,LaLiga,2000000
720,Cristian Rivero,24,1.88,Espanha,Guarda-Redes,N.E.,,,2,direito,Valência CF,LaLiga,200000
721,Gabriel Paulista,31,1.87,Brasil,Defesa Central,ADM Esporte,0,0,2,direito,Valência CF,LaLiga,7000000
722,Mouctar Diakhaby,25,1.92,Guiné,Defesa Central,VV Consulting,2,0,1,direito,Valência CF,LaLiga,7000000
723,Eray Cömert,24,1.83,Suiça,Defesa Central,N.E.,9,0,4,direito,Valência CF,LaLiga,1500000
724,Cristhian Mosquera,18,1.91,Espanha,Defesa Central,N.E.,3,0,3,direito,Valência CF,LaLiga,1000000
725,José Gayà,27,1.72,Espanha,Lateral Esquerdo,N.E.,17,3,1,esquerdo,Valência CF,LaLiga,40000000
726,Jesús Vázquez,19,1.82,Espanha,Lateral Esquerdo,N.E.,8,0,3,esquerdo,Valência CF,LaLiga,5000000
727,Toni Lato,24,1.71,Espanha,Lateral Esquerdo,N.E.,5,0,1,esquerdo,Valência CF,LaLiga,1500000
728,Thierry Correia,23,1.76,Portugal,Lateral Direito,Gestifute,10,0,4,direito,Valência CF,LaLiga,8000000
729,Dimitri Foulquier,29,1.83,Guadalupe,Lateral Direito,N.E.,2,0,3,direito,Valência CF,LaLiga,4000000
730,Hugo Guillamón,22,1.78,Espanha,Médio Defensivo,InterStarDeporte,2,1,1,direito,Valência CF,LaLiga,20000000
731,Uroš Račić,24,1.93,Sérvia,Médio Defensivo,N.E.,8,0,2,,Valência CF,LaLiga,7000000
732,Carlos Soler,25,1.8,Espanha,Médio Centro,Promoesport,9,3,1,direito,Valência CF,LaLiga,50000000
733,Yunus Musah,19,1.78,Estados Unidos,Médio Centro,N.E.,18,0,4,direito,Valência CF,LaLiga,15000000
734,Koba Koindredi,20,1.84,Neocaledónia,Médio Centro,N.E.,9,1,3,esquerdo,Valência CF,LaLiga,1000000
735,Gonçalo Guedes,25,1.79,Portugal,Extremo Esquerdo,Gestifute,31,7,2,direito,Valência CF,LaLiga,40000000
736,Manu Vallejo,25,1.67,Espanha,Segundo Avançado,Promoesport,3,0,2,direito,Valência CF,LaLiga,3000000
737,Maxi Gómez,25,1.86,Uruguai,Ponta de Lança,N.E.,27,4,2,direito,Valência CF,LaLiga,12000000
738,Hugo Duro,22,1.82,Espanha,Ponta de Lança,N.E.,1,1,4,esquerdo,Valência CF,LaLiga,10000000
739,Marcos André,25,1.85,Brasil,Ponta de Lança,N.E.,,,4,direito,Valência CF,LaLiga,5000000
740,Unai Simón,25,1.9,Espanha,Guarda-Redes,ICM Stellar Sports,25,0,3,direito,Athletic Bilbao,LaLiga,25000000
741,Julen Agirrezabala,21,1.87,Espanha,Guarda-Redes,N.E.,5,0,3,esquerdo,Athletic Bilbao,LaLiga,5000000
742,Iñigo Martínez,31,1.82,Espanha,Defesa Central,N.E.,19,1,1,esquerdo,Athletic Bilbao,LaLiga,25000000
743,Yeray Álvarez,27,1.82,Espanha,Defesa Central,N.E.,0,0,4,direito,Athletic Bilbao,LaLiga,13000000
744,Dani Vivian,23,1.84,Espanha,Defesa Central,N.E.,0,0,4,direito,Athletic Bilbao,LaLiga,12000000
745,Unai Núñez,25,1.86,Espanha,Defesa Central,N.E.,1,0,3,direito,Athletic Bilbao,LaLiga,9000000
746,Yuri Berchiche,32,1.81,Espanha,Lateral Esquerdo,N.E.,,,2,esquerdo,Athletic Bilbao,LaLiga,3000000
747,Mikel Balenziaga,34,1.77,Espanha,Lateral Esquerdo,N.E.,2,0,1,esquerdo,Athletic Bilbao,LaLiga,1200000
748,Imanol García de Albéniz,22,1.77,Espanha,Lateral Esquerdo,N.E.,,,3,esquerdo,Athletic Bilbao,LaLiga,1000000
749,Iñigo Lekue,29,1.8,Espanha,Lateral Direito,N.E.,0,0,1,direito,Athletic Bilbao,LaLiga,3000000
750,Óscar de Marcos,33,1.82,Espanha,Lateral Direito,N.E.,0,0,1,direito,Athletic Bilbao,LaLiga,1800000
751,Álex Petxa,25,1.79,Espanha,Lateral Direito,N.E.,,,2,direito,Athletic Bilbao,LaLiga,1000000
752,Mikel Vesga,29,1.91,Espanha,Médio Defensivo,N.E.,,,2,esquerdo,Athletic Bilbao,LaLiga,3000000
753,Peru Nolaskoain,23,1.86,Espanha,Médio Defensivo,ICM Stellar Sports,1,0,2,direito,Athletic Bilbao,LaLiga,1500000
754,Unai Vencedor,21,1.76,Espanha,Médio Centro,N.E.,8,0,5,direito,Athletic Bilbao,LaLiga,20000000
755,Oier Zarraga,23,1.75,Espanha,Médio Centro,N.E.,,,1,direito,Athletic Bilbao,LaLiga,3500000
756,Dani García,32,1.79,Espanha,Médio Centro,N.E.,,,2,direito,Athletic Bilbao,LaLiga,3000000
757,Iker Muniain,29,1.69,Espanha,Extremo Esquerdo,N.E.,2,0,2,direito,Athletic Bilbao,LaLiga,16000000
758,Jon Morcillo,23,1.83,Espanha,Extremo Esquerdo,N.E.,,,1,esquerdo,Athletic Bilbao,LaLiga,4000000
759,Nico Serrano,19,1.76,Espanha,Extremo Esquerdo,N.E.,9,6,2,esquerdo,Athletic Bilbao,LaLiga,2500000
760,Iñigo Vicente,24,1.78,Espanha,Extremo Esquerdo,N.E.,0,0,1,direito,Athletic Bilbao,LaLiga,1500000
761,Álex Berenguer,27,1.75,Espanha,Extremo Direito,N.E.,,,2,direito,Athletic Bilbao,LaLiga,12000000
762,Nico Williams,19,1.81,Espanha,Extremo Direito,N.E.,5,0,2,direito,Athletic Bilbao,LaLiga,12000000
763,Oihan Sancet,22,1.88,Espanha,Segundo Avançado,N.E.,4,0,2,direito,Athletic Bilbao,LaLiga,15000000
764,Iñaki Williams,28,1.86,Gana,Ponta de Lança,N.E.,1,0,6,direito,Athletic Bilbao,LaLiga,25000000
765,Asier Villalibre,24,1.84,Espanha,Ponta de Lança,N.E.,1,0,1,esquerdo,Athletic Bilbao,LaLiga,3000000
766,Raúl García,35,1.84,Espanha,Ponta de Lança,N.E.,2,0,1,direito,Athletic Bilbao,LaLiga,2500000
767,Gorka Guruzeta,25,1.88,Espanha,Ponta de Lança,N.E.,,,2,direito,Athletic Bilbao,LaLiga,600000
768,David Soria,29,1.92,Espanha,Guarda-Redes,Promoesport,,,1,direito,Getafe CF,LaLiga,8000000
769,Rubén Yáñez,28,1.88,Espanha,Guarda-Redes,N.E.,1,0,1,direito,Getafe CF,LaLiga,1500000
770,Diego Conde,23,1.88,Espanha,Guarda-Redes,N.E.,,,2,,Getafe CF,LaLiga,300000
771,Djené,30,1.78,Togo,Defesa Central,SPORTBACK,69,0,1,direito,Getafe CF,LaLiga,10000000
772,Erick Cabaco,27,1.85,Uruguai,Defesa Central,InterStarDeporte,0,0,2,direito,Getafe CF,LaLiga,1800000
773,Stefan Mitrović,32,1.89,Sérvia,Defesa Central,N.E.,31,0,2,,Getafe CF,LaLiga,1800000
774,Chema Rodríguez,30,1.89,Espanha,Defesa Central,N.E.,,,1,esquerdo,Getafe CF,LaLiga,800000
775,Miguel Rubio,24,1.91,Espanha,Defesa Central,N.E.,,,1,direito,Getafe CF,LaLiga,300000
776,Jonathan Silva,28,1.78,Argentina,Lateral Esquerdo,N.E.,2,0,3,esquerdo,Getafe CF,LaLiga,1800000
777,Juan Iglesias,24,1.87,Espanha,Lateral Direito,N.E.,,,4,direito,Getafe CF,LaLiga,1500000
778,Damián Suárez,34,1.73,Uruguai,Lateral Direito,N.E.,6,0,1,direito,Getafe CF,LaLiga,1500000
779,Nemanja Maksimović,27,1.89,Sérvia,Médio Defensivo,N.E.,39,0,2,direito,Getafe CF,LaLiga,14000000
780,Mauro Arambarri,26,1.75,Uruguai,Médio Centro,ICM Stellar Sports,12,0,1,direito,Getafe CF,LaLiga,15000000
781,Carles Aleñá,24,1.8,Espanha,Médio Centro,N.E.,3,0,4,esquerdo,Getafe CF,LaLiga,9000000
782,Jaime Seoane,25,1.77,Espanha,Médio Centro,N.E.,,,3,direito,Getafe CF,LaLiga,4000000
783,Jakub Jankto,26,1.84,República Checa,Médio Esquerdo,N.E.,45,4,4,esquerdo,Getafe CF,LaLiga,4000000
784,Portu,30,1.67,Espanha,Extremo Direito,N.E.,,,1,direito,Getafe CF,LaLiga,9000000
785,Enes Ünal,25,1.87,Turquia,Ponta de Lança,FutureBall,27,2,3,direito,Getafe CF,LaLiga,25000000
786,Jaime Mata,33,1.86,Espanha,Ponta de Lança,N.E.,1,0,2,direito,Getafe CF,LaLiga,3000000
787,Jack Harper,26,1.87,Escócia,Ponta de Lança,N.E.,0,0,2,esquerdo,Getafe CF,LaLiga,200000
788,Joan García,21,,Espanha,Guarda-Redes,N.E.,2,0,3,direito,RCD Espanyol,LaLiga,400000
789,Leandro Cabrera,31,1.9,Uruguai,Defesa Central,N.E.,0,0,2,esquerdo,RCD Espanyol,LaLiga,4000000
790,Sergi Gómez,30,1.85,Espanha,Defesa Central,N.E.,0,0,2,direito,RCD Espanyol,LaLiga,3000000
791,Fernando Calero,26,1.84,Espanha,Defesa Central,N.E.,,,2,direito,RCD Espanyol,LaLiga,1800000
792,Adrià Pedrosa,24,1.72,Espanha,Lateral Esquerdo,N.E.,9,2,1,esquerdo,RCD Espanyol,LaLiga,9000000
793,Brian Oliván,28,1.75,Espanha,Lateral Esquerdo,Promoesport,2,0,3,esquerdo,RCD Espanyol,LaLiga,2500000
794,Óscar Gil,24,1.75,Espanha,Lateral Direito,InterStarDeporte,1,0,2,,RCD Espanyol,LaLiga,3000000
795,Aleix Vidal,32,1.77,Espanha,Lateral Direito,Promoesport,1,0,1,direito,RCD Espanyol,LaLiga,2000000
796,Miguelón,26,1.7,Espanha,Lateral Direito,Promoesport,,,2,direito,RCD Espanyol,LaLiga,800000
797,Sergi Darder,28,1.8,Espanha,Médio Centro,Eleven Talent Group,4,0,1,direito,RCD Espanyol,LaLiga,14000000
798,Vinicius Souza,23,1.87,Brasil,Médio Centro,N.E.,,,1,direito,RCD Espanyol,LaLiga,4500000
799,Keidi Bare,24,1.74,Albânia,Médio Centro,N.E.,21,2,2,direito,RCD Espanyol,LaLiga,4000000
800,Pol Lozano,22,1.76,Espanha,Médio Centro,N.E.,4,0,1,direito,RCD Espanyol,LaLiga,1500000
801,Javi Puado,24,1.77,Espanha,Extremo Esquerdo,N.E.,1,0,3,direito,RCD Espanyol,LaLiga,8000000
802,Nico Melamed,21,1.73,Espanha,Extremo Esquerdo,N.E.,1,0,2,direito,RCD Espanyol,LaLiga,7500000
803,Matías Vargas,25,1.68,Argentina,Extremo Esquerdo,N.E.,2,0,2,direito,RCD Espanyol,LaLiga,6000000
804,Lei Wu,30,1.74,China,Extremo Esquerdo,N.E.,79,27,2,direito,RCD Espanyol,LaLiga,2500000
805,Álvaro Vadillo,27,1.8,Espanha,Extremo Esquerdo,N.E.,5,1,2,direito,RCD Espanyol,LaLiga,800000
806,Adrián Embarba,30,1.73,Espanha,Extremo Direito,N.E.,,,2,direito,RCD Espanyol,LaLiga,4000000
807,Raúl de Tomás,27,1.8,Espanha,Ponta de Lança,ICM Stellar Sports,4,0,4,direito,RCD Espanyol,LaLiga,25000000
808,Joselu,32,1.92,Espanha,Ponta de Lança,N.E.,4,1,3,direito,RCD Espanyol,LaLiga,5000000
809,Landry Dimata,24,1.85,Bélgica,Ponta de Lança,Promoesport,0,0,2,direito,RCD Espanyol,LaLiga,2200000
810,Juan Camilo Becerra,24,1.82,Espanha,Ponta de Lança,N.E.,,,1,direito,RCD Espanyol,LaLiga,150000
811,Rubén Blanco,26,1.88,Espanha,Guarda-Redes,N.E.,2,0,5,direito,Celta de Vigo,LaLiga,3000000
812,Iván Villar,24,1.86,Espanha,Guarda-Redes,Promoesport,0,0,1,direito,Celta de Vigo,LaLiga,1200000
813,Joseph Aidoo,26,1.77,Gana,Defesa Central,N.E.,10,0,4,direito,Celta de Vigo,LaLiga,7000000
814,Carlos Domínguez,21,1.87,Espanha,Defesa Central,InterStarDeporte,,,4,esquerdo,Celta de Vigo,LaLiga,1000000
815,Javi Galán,27,1.72,Espanha,Lateral Esquerdo,N.E.,,,4,esquerdo,Celta de Vigo,LaLiga,12000000
816,Hugo Mallo,31,1.74,Espanha,Lateral Direito,N.E.,3,0,1,direito,Celta de Vigo,LaLiga,4000000
817,Kevin Vázquez,29,1.75,Espanha,Lateral Direito,N.E.,,,1,direito,Celta de Vigo,LaLiga,2000000
818,Sergio Carreira,21,1.7,Espanha,Lateral Direito,ROGON,4,0,3,,Celta de Vigo,LaLiga,1500000
819,Renato Tapia,26,1.85,Perú,Médio Defensivo,N.E.,75,5,2,direito,Celta de Vigo,LaLiga,10000000
820,Fran Beltrán,23,1.65,Espanha,Médio Centro,InterStarDeporte,1,0,4,direito,Celta de Vigo,LaLiga,15000000
821,Williot Swedberg,18,1.85,Suécia,Médio Centro,N.E.,8,1,5,,Celta de Vigo,LaLiga,5000000
822,Orbelín Pineda,26,1.69,México,Médio Centro,N.E.,45,6,5,direito,Celta de Vigo,LaLiga,4000000
823,Luca de la Torre,24,1.77,Estados Unidos,Médio Centro,N.E.,10,0,4,direito,Celta de Vigo,LaLiga,850000
824,Denis Suárez,28,1.76,Espanha,Médio Ofensivo,N.E.,1,0,2,direito,Celta de Vigo,LaLiga,10000000
825,Óscar Rodríguez,24,1.74,Espanha,Médio Ofensivo,RR-Soccer ...,2,0,1,direito,Celta de Vigo,LaLiga,9000000
826,Miguel Baeza,22,1.77,Espanha,Médio Ofensivo,N.E.,1,0,3,esquerdo,Celta de Vigo,LaLiga,1000000
827,Franco Cervi,28,1.66,Argentina,Extremo Esquerdo,N.E.,4,1,2,esquerdo,Celta de Vigo,LaLiga,5000000
828,Augusto Solari,30,1.76,Argentina,Extremo Direito,N.E.,,,1,direito,Celta de Vigo,LaLiga,2500000
829,Iago Aspas,34,1.76,Espanha,Ponta de Lança,N.E.,18,6,1,esquerdo,Celta de Vigo,LaLiga,7000000
830,Santi Mina,26,1.81,Espanha,Ponta de Lança,N.E.,4,2,2,direito,Celta de Vigo,LaLiga,0
831,Sergio Herrera,29,1.92,Espanha,Guarda-Redes,N.E.,,,4,,CA Osasuna,LaLiga,8000000
832,Aitor Fernández,31,1.82,Espanha,Guarda-Redes,N.E.,3,0,3,direito,CA Osasuna,LaLiga,2500000
833,Juan Pérez,25,1.91,Espanha,Guarda-Redes,N.E.,,,2,direito,CA Osasuna,LaLiga,600000
834,David García,28,1.85,Espanha,Defesa Central,N.E.,,,4,direito,CA Osasuna,LaLiga,20000000
835,Unai García,30,1.86,Espanha,Defesa Central,N.E.,,,1,direito,CA Osasuna,LaLiga,1500000
836,Aridane Hernández,33,1.88,Espanha,Defesa Central,N.E.,,,1,direito,CA Osasuna,LaLiga,1500000
837,Juan Cruz,29,1.82,Espanha,Lateral Esquerdo,N.E.,,,2,esquerdo,CA Osasuna,LaLiga,2000000
838,Cote,32,1.82,Espanha,Lateral Esquerdo,N.E.,4,0,1,esquerdo,CA Osasuna,LaLiga,1500000
839,Nacho Vidal,27,1.8,Espanha,Lateral Direito,Promoesport,2,0,3,direito,CA Osasuna,LaLiga,5000000
840,Rubén Peña,30,1.7,Espanha,Lateral Direito,N.E.,,,3,direito,CA Osasuna,LaLiga,2500000
841,Jesús Areso,23,1.82,Espanha,Lateral Direito,N.E.,2,0,4,direito,CA Osasuna,LaLiga,800000
842,Lucas Torró,27,1.9,Espanha,Médio Defensivo,N.E.,3,0,5,direito,CA Osasuna,LaLiga,5000000
843,Jon Moncayola,24,1.82,Espanha,Médio Centro,N.E.,1,0,9,direito,CA Osasuna,LaLiga,12000000
844,Darko Brasanac,30,1.78,Sérvia,Médio Centro,N.E.,3,0,1,direito,CA Osasuna,LaLiga,2000000
845,Pablo Ibáñez,23,1.79,Espanha,Médio Centro,N.E.,,,2,direito,CA Osasuna,LaLiga,400000
846,Roberto Torres,33,1.78,Espanha,Médio Ofensivo,ICM Stellar Sports,,,1,direito,CA Osasuna,LaLiga,3000000
847,Javi Martínez,22,1.81,Espanha,Médio Ofensivo,N.E.,4,0,4,direito,CA Osasuna,LaLiga,2500000
848,Rubén García,28,1.71,Espanha,Extremo Esquerdo,N.E.,1,0,2,esquerdo,CA Osasuna,LaLiga,8000000
849,Kike Saverio,23,1.78,Equador,Extremo Esquerdo,N.E.,0,0,1,,CA Osasuna,LaLiga,200000
850,Kike Barja,25,1.79,Espanha,Extremo Direito,N.E.,0,0,4,direito,CA Osasuna,LaLiga,3000000
851,Rober Ibáñez,29,1.75,Espanha,Extremo Direito,InterStarDeporte,,,1,direito,CA Osasuna,LaLiga,500000
852,Chimy Ávila,28,1.72,Argentina,Ponta de Lança,N.E.,,,4,direito,CA Osasuna,LaLiga,8000000
853,Ante Budimir,30,1.9,Croácia,Ponta de Lança,N.E.,14,1,3,esquerdo,CA Osasuna,LaLiga,6000000
854,Kike García,32,1.86,Espanha,Ponta de Lança,N.E.,7,3,2,direito,CA Osasuna,LaLiga,1800000
855,Barbero,23,1.86,Espanha,Ponta de Lança,N.E.,,,1,direito,CA Osasuna,LaLiga,500000
856,Fernando Martínez,32,1.85,Espanha,Guarda-Redes,N.E.,1,0,1,direito,UD Almería,LaLiga,800000
857,Dragan Rosic,25,1.95,Sérvia,Guarda-Redes,N.E.,4,0,2,esquerdo,UD Almería,LaLiga,300000
858,Srdjan Babic,26,1.95,Sérvia,Defesa Central,N.E.,6,1,4,esquerdo,UD Almería,LaLiga,2000000
